adhesome_gene,corr,tissue,study
CGNL1,-0.114439671,Brain,TCGA
SLC9A1,-0.316729782,Brain,TCGA
MYO6,0.368750012,Brain,TCGA
PABPC1,0.199235646,Brain,TCGA
DLC1,-0.227859853,Brain,TCGA
SH2B1,0.585783056,Brain,TCGA
WIPF2,0.16583336,Brain,TCGA
PPM1F,0.154891944,Brain,TCGA
PPM1M,-0.470718737,Brain,TCGA
ZYX,-0.367988763,Brain,TCGA
PPP2CA,-0.134181473,Brain,TCGA
ARPC2,-0.574146161,Brain,TCGA
ARHGAP12,0.335163864,Brain,TCGA
PALLD,-0.254241968,Brain,TCGA
PDPK1,0.426418261,Brain,TCGA
PTK2B,-0.054971497,Brain,TCGA
IQGAP1,-0.336334024,Brain,TCGA
RNF185,0.14158395,Brain,TCGA
PARVA,-0.122775346,Brain,TCGA
TRIOBP,0.194685072,Brain,TCGA
CSK,-0.018962336,Brain,TCGA
SH3BP1,0.046272706,Brain,TCGA
MAGI1,0.414273875,Brain,TCGA
TSPAN1,-0.253675393,Brain,TCGA
HSPA2,-0.057102452,Brain,TCGA
SHROOM3,-0.311598206,Brain,TCGA
VASP,-0.482724057,Brain,TCGA
CEACAM1,-0.240724648,Brain,TCGA
ADD1,0.29763387,Brain,TCGA
LDB3,0.155602756,Brain,TCGA
MYH9,-0.177111214,Brain,TCGA
PIP5K1C,0.148912207,Brain,TCGA
CAPN2,0.255568252,Brain,TCGA
CAPN1,-0.403318113,Brain,TCGA
PARVB,-0.408110341,Brain,TCGA
ARVCF,0.459413507,Brain,TCGA
STAT3,-0.237868696,Brain,TCGA
PDE4D,0.031265918,Brain,TCGA
CD2AP,0.002687685,Brain,TCGA
ITGA8,0.189476821,Esophagus,TCGA
ITGA9,0.274715003,Esophagus,TCGA
ITGA1,0.142863337,Esophagus,TCGA
ITGA2,0.048587734,Esophagus,TCGA
ITGA3,-0.25112958,Esophagus,TCGA
ITGA4,0.343067862,Esophagus,TCGA
ITGA5,0.015396505,Esophagus,TCGA
ITGA6,-0.007309402,Esophagus,TCGA
ITGA7,0.508552331,Esophagus,TCGA
ITGAX,0.058133321,Esophagus,TCGA
ITGAV,0.150222235,Esophagus,TCGA
ITGAL,0.258564904,Esophagus,TCGA
ITGAM,0.042114692,Esophagus,TCGA
ITGAD,0.05026104,Esophagus,TCGA
ITGAE,0.162741111,Esophagus,TCGA
PTPN12,0.239812455,Esophagus,TCGA
PTPN11,0.073858587,Esophagus,TCGA
PTPN14,-0.016496839,Esophagus,TCGA
SH3KBP1,0.158567483,Esophagus,TCGA
SORBS1,0.094160479,Esophagus,TCGA
SORBS3,0.44145037,Esophagus,TCGA
SORBS2,0.048366378,Esophagus,TCGA
ADAM10,-0.051334527,Esophagus,TCGA
ADAM12,-0.029300404,Esophagus,TCGA
NDEL1,0.109117521,Esophagus,TCGA
ABI2,0.349462316,Esophagus,TCGA
ABI3,0.075183102,Esophagus,TCGA
ABI1,-0.06984119,Esophagus,TCGA
SRCIN1,0.242314874,Esophagus,TCGA
RASA1,0.322082873,Esophagus,TCGA
ACTN4,-0.114319589,Esophagus,TCGA
EZR,-0.037162533,Esophagus,TCGA
SIPA1L3,0.064870999,Esophagus,TCGA
PPFIA1,0.185367128,Esophagus,TCGA
RAPGEF1,0.03779214,Esophagus,TCGA
RAPGEF2,0.35667757,Esophagus,TCGA
TUBA1B,-0.05756076,Esophagus,TCGA
CALR,-0.052882825,Esophagus,TCGA
PFN1,-0.100154924,Esophagus,TCGA
SSX2IP,0.243655734,Esophagus,TCGA
CYTH2,0.006017784,Esophagus,TCGA
CDH20,0.026367197,Esophagus,TCGA
CDH24,-0.041362305,Esophagus,TCGA
FAT1,0.157300953,Esophagus,TCGA
SOS1,0.360039801,Esophagus,TCGA
CBLL1,0.366848663,Esophagus,TCGA
KRIT1,0.368733439,Esophagus,TCGA
SCRIB,-0.023748191,Esophagus,TCGA
LYN,0.031793489,Esophagus,TCGA
VAV1,0.080237044,Esophagus,TCGA
VAV3,0.11865024,Esophagus,TCGA
VAV2,-0.131938068,Esophagus,TCGA
FERMT2,0.212621981,Esophagus,TCGA
FERMT3,-0.014327258,Esophagus,TCGA
FERMT1,0.052600632,Esophagus,TCGA
CRKL,0.042228856,Esophagus,TCGA
NRP1,-0.129811948,Esophagus,TCGA
NRP2,0.13197823,Esophagus,TCGA
AGAP2,0.032394226,Esophagus,TCGA
ROCK1,0.338957304,Esophagus,TCGA
PLD1,0.097724816,Esophagus,TCGA
DOCK1,0.164812093,Esophagus,TCGA
ITGB1,-0.043128186,Esophagus,TCGA
ITGB3,0.279697689,Esophagus,TCGA
ITGB2,-0.080820305,Esophagus,TCGA
ITGB5,-0.034456328,Esophagus,TCGA
ITGB4,-0.246108278,Esophagus,TCGA
ITGB7,0.317927458,Esophagus,TCGA
ITGB6,0.201751768,Esophagus,TCGA
ITGB8,-0.132834038,Esophagus,TCGA
ITGA10,0.504279175,Esophagus,TCGA
ITGA11,-0.155806505,Esophagus,TCGA
LRP1,0.151738759,Esophagus,TCGA
SIRPA,0.039756613,Esophagus,TCGA
TGFB1I1,0.007223614,Esophagus,TCGA
SHARPIN,-0.143242828,Esophagus,TCGA
CAPZA1,0.034059242,Esophagus,TCGA
LIN7A,0.078437361,Esophagus,TCGA
PVR,-0.176520887,Esophagus,TCGA
MAPK1,0.110765519,Esophagus,TCGA
MAPK8,0.090878735,Esophagus,TCGA
NEDD9,0.324984343,Esophagus,TCGA
DIAPH1,-0.175293976,Esophagus,TCGA
PARD3,-0.103339691,Esophagus,TCGA
CDH11,-0.017600572,Esophagus,TCGA
CDH10,-0.306869789,Esophagus,TCGA
CDH12,-0.237862475,Esophagus,TCGA
CDH15,0.115942438,Esophagus,TCGA
CDH19,-0.107447077,Esophagus,TCGA
CDH18,-0.141838866,Esophagus,TCGA
ABL1,0.101123997,Esophagus,TCGA
VEZT,0.020287828,Esophagus,TCGA
ADAM9,-0.030050191,Esophagus,TCGA
PRKD1,0.141694684,Esophagus,TCGA
LAYN,-0.15869921,Esophagus,TCGA
HEG1,-0.105964082,Esophagus,TCGA
FHL2,-0.371475038,Esophagus,TCGA
FLNA,0.178369996,Esophagus,TCGA
CTNNA1,-0.180048431,Esophagus,TCGA
CTNNA2,0.183384829,Esophagus,TCGA
CTNNA3,0.278926455,Esophagus,TCGA
SYNM,0.234432823,Esophagus,TCGA
GAB1,-0.159537201,Esophagus,TCGA
ASAP2,0.044803044,Esophagus,TCGA
ASAP3,0.33802352,Esophagus,TCGA
ARHGAP21,-0.019665369,Esophagus,TCGA
ARHGAP26,-0.066399728,Esophagus,TCGA
ARHGAP24,0.029514985,Esophagus,TCGA
PKD1,0.456328562,Esophagus,TCGA
PRKACA,0.317825647,Esophagus,TCGA
GNA12,0.190439164,Esophagus,TCGA
RAP1A,0.11432673,Esophagus,TCGA
INSR,0.045424153,Esophagus,TCGA
SPTBN1,0.155622921,Esophagus,TCGA
ACTN1,0.113431327,Esophagus,TCGA
TRIP6,0.216460209,Esophagus,TCGA
CAV1,-0.073228971,Esophagus,TCGA
SVIL,0.218429223,Esophagus,TCGA
MET,-0.223818265,Esophagus,TCGA
CASS4,0.198283195,Esophagus,TCGA
CDH8,0.106643719,Esophagus,TCGA
HSPB1,0.016047029,Esophagus,TCGA
AJAP1,0.032864146,Esophagus,TCGA
PRNP,0.210479508,Esophagus,TCGA
PEAK1,0.281477481,Esophagus,TCGA
LPXN,0.009395921,Esophagus,TCGA
LIMS2,0.17695793,Esophagus,TCGA
LIMS1,0.249986191,Esophagus,TCGA
ARHGEF2,0.424093385,Esophagus,TCGA
CDH2,0.012440606,Esophagus,TCGA
ACTB,0.167411624,Esophagus,TCGA
STARD13,0.264961344,Esophagus,TCGA
JUP,0.036397059,Esophagus,TCGA
CTNND2,0.050474721,Esophagus,TCGA
CTNND1,-0.009528208,Esophagus,TCGA
TESK1,0.313457857,Esophagus,TCGA
TRPM7,0.068601271,Esophagus,TCGA
LIMK1,0.25861079,Esophagus,TCGA
FER,0.106013522,Esophagus,TCGA
MAPK8IP3,0.538771683,Esophagus,TCGA
DLG1,0.117599425,Esophagus,TCGA
SPTLC1,-0.026320951,Esophagus,TCGA
KCNH2,0.145846438,Esophagus,TCGA
CIB2,0.077184141,Esophagus,TCGA
CIB1,-0.271372874,Esophagus,TCGA
PTPN2,0.152468247,Esophagus,TCGA
PTPN1,0.452231101,Esophagus,TCGA
PTPN6,-0.0932476,Esophagus,TCGA
OSTF1,-0.129486318,Esophagus,TCGA
DLG5,0.118529786,Esophagus,TCGA
INPP5D,0.037252902,Esophagus,TCGA
PXN,-0.071810377,Esophagus,TCGA
THY1,-0.175335147,Esophagus,TCGA
MMP14,-0.15137129,Esophagus,TCGA
HRAS,-0.168994708,Esophagus,TCGA
FLNB,0.275922905,Esophagus,TCGA
CDH22,0.097730802,Esophagus,TCGA
LPP,0.150951168,Esophagus,TCGA
PSEN1,-0.177442425,Esophagus,TCGA
NUMB,0.174495161,Esophagus,TCGA
HAX1,-0.036904004,Esophagus,TCGA
GIT1,-0.010092512,Esophagus,TCGA
GIT2,-0.067482135,Esophagus,TCGA
DEF6,0.308466312,Esophagus,TCGA
RHOU,-0.091174773,Esophagus,TCGA
RHOA,0.01416609,Esophagus,TCGA
CTTN,-0.131839933,Esophagus,TCGA
ENG,0.032915928,Esophagus,TCGA
TLN1,0.254243367,Esophagus,TCGA
SDC1,-0.013398866,Esophagus,TCGA
SDC4,0.44644155,Esophagus,TCGA
EXOC3,0.131741494,Esophagus,TCGA
ANK3,-0.136862196,Esophagus,TCGA
SSH1,0.078119366,Esophagus,TCGA
RAVER1,0.032371422,Esophagus,TCGA
CBL,0.138125127,Esophagus,TCGA
NCK2,0.152840677,Esophagus,TCGA
MPP7,0.022361668,Esophagus,TCGA
CORO2A,-0.031720115,Esophagus,TCGA
CSNK2A1,0.431219209,Esophagus,TCGA
ITGB1BP1,-0.011467713,Esophagus,TCGA
RAC1,-0.058178821,Esophagus,TCGA
VCL,-0.043938473,Esophagus,TCGA
ILKAP,0.397111452,Esophagus,TCGA
DBN1,0.131550511,Esophagus,TCGA
ZFYVE21,0.268030816,Esophagus,TCGA
PTK2,-0.055927227,Esophagus,TCGA
ITGB3BP,0.109603225,Esophagus,TCGA
FBLIM1,-0.021772489,Esophagus,TCGA
RNF5,-0.091439607,Esophagus,TCGA
ACTR3,-0.130742378,Esophagus,TCGA
NUDT16L1,0.268935033,Esophagus,TCGA
NISCH,0.410446039,Esophagus,TCGA
CRK,0.090944244,Esophagus,TCGA
CSNK1E,0.310941927,Esophagus,TCGA
SRC,-0.039532613,Esophagus,TCGA
TNS1,0.060857169,Esophagus,TCGA
TJP2,-0.08802134,Esophagus,TCGA
TJP1,0.3218361,Esophagus,TCGA
SLC3A2,-0.161168178,Esophagus,TCGA
FSCN1,0.217563723,Esophagus,TCGA
CD151,-0.090783594,Esophagus,TCGA
IRS1,-0.180987886,Esophagus,TCGA
TRPV4,0.139820125,Esophagus,TCGA
SDCBP,-0.109894138,Esophagus,TCGA
ARHGEF12,-0.129674246,Esophagus,TCGA
MYOM1,0.071318806,Esophagus,TCGA
CORO1B,-0.186473709,Esophagus,TCGA
WASF2,0.138887838,Esophagus,TCGA
CTNNB1,0.151848574,Esophagus,TCGA
FABP3,-0.151641711,Esophagus,TCGA
MACF1,0.176857896,Esophagus,TCGA
MSN,0.19027201,Esophagus,TCGA
CDC42,0.135244914,Esophagus,TCGA
TRIO,0.068205926,Esophagus,TCGA
SLC16A3,0.045089907,Esophagus,TCGA
ARHGAP32,-0.108552941,Esophagus,TCGA
ARHGAP35,0.147809412,Esophagus,TCGA
TES,0.049923431,Esophagus,TCGA
MARCKS,0.0635529,Esophagus,TCGA
LMO7,0.09321701,Esophagus,TCGA
NME1,-0.280010211,Esophagus,TCGA
EPB41,0.322715748,Esophagus,TCGA
TIAM1,0.242059506,Esophagus,TCGA
PDZD2,0.24940294,Esophagus,TCGA
NF2,-0.089751014,Esophagus,TCGA
LASP1,-0.102522536,Esophagus,TCGA
TRPC4,0.146194429,Esophagus,TCGA
DYNC1H1,0.078139782,Esophagus,TCGA
LIMA1,-0.299165907,Esophagus,TCGA
CASP3,0.237722775,Esophagus,TCGA
CASP8,0.035206675,Esophagus,TCGA
AKT1,0.234925051,Esophagus,TCGA
PKP4,0.096884808,Esophagus,TCGA
ELMO1,-0.05091408,Esophagus,TCGA
SMPX,0.249604448,Esophagus,TCGA
ANKRD28,0.183611877,Esophagus,TCGA
PLCG1,0.655645803,Esophagus,TCGA
INPPL1,0.218313274,Esophagus,TCGA
EGFR,-0.077149476,Esophagus,TCGA
ARHGEF6,0.201328281,Esophagus,TCGA
ARHGEF7,0.168425025,Esophagus,TCGA
CDH9,0.35811399,Esophagus,TCGA
CDH1,0.059265137,Esophagus,TCGA
CDH3,0.126362244,Esophagus,TCGA
CDH5,0.040458239,Esophagus,TCGA
CDH4,0.287656938,Esophagus,TCGA
CDH7,0.089193609,Esophagus,TCGA
CDH6,0.227409133,Esophagus,TCGA
RACGAP1,-0.155675412,Esophagus,TCGA
KEAP1,-0.158032631,Esophagus,TCGA
NEXN,0.045211592,Esophagus,TCGA
ENAH,0.060330402,Esophagus,TCGA
ECT2,-0.082291657,Esophagus,TCGA
PLEC,0.205346623,Esophagus,TCGA
MYO7A,0.131138749,Esophagus,TCGA
CSRP1,0.255022813,Esophagus,TCGA
BCAR1,0.027502182,Esophagus,TCGA
BCAR3,-0.165435309,Esophagus,TCGA
DNM2,-0.264920692,Esophagus,TCGA
CFL1,-0.31019633,Esophagus,TCGA
PLAUR,-0.1539973,Esophagus,TCGA
AKAP5,0.274598033,Esophagus,TCGA
SHC1,0.139031612,Esophagus,TCGA
PTEN,0.158232052,Esophagus,TCGA
KTN1,0.068685739,Esophagus,TCGA
PTPRU,0.423414136,Esophagus,TCGA
PTPRT,0.02461458,Esophagus,TCGA
PTPRF,0.209424848,Esophagus,TCGA
PTPRA,0.475841384,Esophagus,TCGA
PTPRO,-0.163757791,Esophagus,TCGA
PTPRM,0.21179618,Esophagus,TCGA
PTPRK,-0.069430926,Esophagus,TCGA
PTPRJ,-0.086016264,Esophagus,TCGA
PTPRH,0.043509352,Esophagus,TCGA
VIM,0.178575186,Esophagus,TCGA
RDX,-0.013469833,Esophagus,TCGA
WASL,-0.049100846,Esophagus,TCGA
PIK3CA,0.036754109,Esophagus,TCGA
ARF1,-0.082781312,Esophagus,TCGA
ARF6,0.076589775,Esophagus,TCGA
CLIP1,0.157905776,Esophagus,TCGA
CD47,-0.097875555,Esophagus,TCGA
PAK1,-0.212551825,Esophagus,TCGA
FYN,0.168967719,Esophagus,TCGA
ARHGAP5,0.308226223,Esophagus,TCGA
GRB2,0.067517406,Esophagus,TCGA
GRB7,-0.211533546,Esophagus,TCGA
ACP1,0.074160261,Esophagus,TCGA
PRKCA,-0.09488174,Esophagus,TCGA
PRKCD,0.225387459,Esophagus,TCGA
SYK,-0.13437318,Esophagus,TCGA
ILK,-0.099139927,Esophagus,TCGA
PLEKHA7,0.057395633,Esophagus,TCGA
MYH10,0.153085831,Esophagus,TCGA
CGNL1,0.122338279,Esophagus,TCGA
SLC9A1,-0.050806179,Esophagus,TCGA
MYO6,-0.078708525,Esophagus,TCGA
PABPC1,0.031301228,Esophagus,TCGA
DLC1,-0.075808056,Esophagus,TCGA
SH2B1,0.281965585,Esophagus,TCGA
WIPF2,0.114450547,Esophagus,TCGA
PPM1F,0.10980651,Esophagus,TCGA
PPM1M,0.307259653,Esophagus,TCGA
ZYX,-0.061286819,Esophagus,TCGA
PPP2CA,-0.249140681,Esophagus,TCGA
ARPC2,-0.064828846,Esophagus,TCGA
ARHGAP12,-0.130235565,Esophagus,TCGA
PALLD,0.161304355,Esophagus,TCGA
PDPK1,0.380549077,Esophagus,TCGA
PTK2B,0.330007386,Esophagus,TCGA
IQGAP1,0.152517084,Esophagus,TCGA
RNF185,0.19374726,Esophagus,TCGA
PARVA,-0.13846111,Esophagus,TCGA
TRIOBP,0.202772143,Esophagus,TCGA
CSK,0.193031244,Esophagus,TCGA
SH3BP1,0.305897171,Esophagus,TCGA
MAGI1,0.034851015,Esophagus,TCGA
TSPAN1,-0.286335618,Esophagus,TCGA
HSPA2,-0.018219426,Esophagus,TCGA
SHROOM3,0.193595291,Esophagus,TCGA
VASP,0.004419583,Esophagus,TCGA
CEACAM1,0.082635041,Esophagus,TCGA
ADD1,0.017207696,Esophagus,TCGA
LDB3,0.267590646,Esophagus,TCGA
MYH9,0.264684736,Esophagus,TCGA
PIP5K1C,0.333134148,Esophagus,TCGA
CAPN2,0.101977112,Esophagus,TCGA
CAPN1,-0.075540049,Esophagus,TCGA
PARVB,0.062581517,Esophagus,TCGA
ARVCF,0.315717902,Esophagus,TCGA
STAT3,0.060363004,Esophagus,TCGA
PDE4D,-0.160674465,Esophagus,TCGA
CD2AP,-0.144906618,Esophagus,TCGA
ITGA8,0.165009721,Colon,TCGA
ITGA9,0.321241223,Colon,TCGA
ITGA1,0.055230638,Colon,TCGA
ITGA2,0.100313206,Colon,TCGA
ITGA3,-0.189874645,Colon,TCGA
ITGA4,0.055701427,Colon,TCGA
ITGA5,-0.150176322,Colon,TCGA
ITGA6,0.018736989,Colon,TCGA
ITGA7,0.021916039,Colon,TCGA
ITGAX,-0.012691045,Colon,TCGA
ITGAV,-0.070635015,Colon,TCGA
ITGAL,-0.050054663,Colon,TCGA
ITGAM,-0.144368992,Colon,TCGA
ITGAD,-0.022513981,Colon,TCGA
ITGAE,-0.082789538,Colon,TCGA
PTPN12,0.25746936,Colon,TCGA
PTPN11,0.123150399,Colon,TCGA
PTPN14,0.072512738,Colon,TCGA
SH3KBP1,-0.043576112,Colon,TCGA
SORBS1,0.17642759,Colon,TCGA
SORBS3,0.050580324,Colon,TCGA
SORBS2,0.071921794,Colon,TCGA
ADAM10,-0.123473245,Colon,TCGA
ADAM12,-0.116311246,Colon,TCGA
NDEL1,-0.081421534,Colon,TCGA
ABI2,0.173431273,Colon,TCGA
ABI3,-0.188514827,Colon,TCGA
ABI1,0.123454109,Colon,TCGA
SRCIN1,0.176229708,Colon,TCGA
RASA1,0.192370647,Colon,TCGA
ACTN4,-0.02895484,Colon,TCGA
EZR,-0.08357388,Colon,TCGA
SIPA1L3,0.026977598,Colon,TCGA
PPFIA1,0.155409837,Colon,TCGA
RAPGEF1,0.073899274,Colon,TCGA
RAPGEF2,0.331967323,Colon,TCGA
TUBA1B,-0.27616768,Colon,TCGA
CALR,-0.294802668,Colon,TCGA
PFN1,-0.238619741,Colon,TCGA
SSX2IP,0.046711026,Colon,TCGA
CYTH2,0.220786501,Colon,TCGA
CDH20,0.086133132,Colon,TCGA
CDH24,0.006114316,Colon,TCGA
FAT1,0.146235284,Colon,TCGA
SOS1,0.205628837,Colon,TCGA
CBLL1,0.261893157,Colon,TCGA
KRIT1,0.355004186,Colon,TCGA
SCRIB,0.163916258,Colon,TCGA
LYN,-0.195934707,Colon,TCGA
VAV1,-0.044970419,Colon,TCGA
VAV3,0.259941146,Colon,TCGA
VAV2,0.132761321,Colon,TCGA
FERMT2,0.036334619,Colon,TCGA
FERMT3,-0.116696048,Colon,TCGA
FERMT1,0.251761093,Colon,TCGA
CRKL,0.05736582,Colon,TCGA
NRP1,-0.031666154,Colon,TCGA
NRP2,-0.01767247,Colon,TCGA
AGAP2,-0.067336252,Colon,TCGA
ROCK1,-0.007359521,Colon,TCGA
PLD1,-0.000362444,Colon,TCGA
DOCK1,0.250464746,Colon,TCGA
ITGB1,0.051483562,Colon,TCGA
ITGB3,0.015749484,Colon,TCGA
ITGB2,-0.180215655,Colon,TCGA
ITGB5,-0.145209983,Colon,TCGA
ITGB4,-0.063896222,Colon,TCGA
ITGB7,-0.177084673,Colon,TCGA
ITGB6,0.1027417,Colon,TCGA
ITGB8,0.12041343,Colon,TCGA
ITGA10,-0.00389617,Colon,TCGA
ITGA11,-0.016094893,Colon,TCGA
LRP1,0.178583933,Colon,TCGA
SIRPA,-0.084710008,Colon,TCGA
TGFB1I1,-0.115837193,Colon,TCGA
SHARPIN,0.128880879,Colon,TCGA
CAPZA1,0.034362472,Colon,TCGA
LIN7A,0.264410432,Colon,TCGA
PVR,0.113591166,Colon,TCGA
MAPK1,-0.041004644,Colon,TCGA
MAPK8,0.064738925,Colon,TCGA
NEDD9,0.141809522,Colon,TCGA
DIAPH1,-0.066180475,Colon,TCGA
PARD3,0.28533898,Colon,TCGA
CDH11,-0.006208825,Colon,TCGA
CDH10,-0.060433136,Colon,TCGA
CDH12,-0.222504603,Colon,TCGA
CDH15,-0.250668493,Colon,TCGA
CDH19,-0.084512547,Colon,TCGA
CDH18,0.106323319,Colon,TCGA
ABL1,0.111462144,Colon,TCGA
VEZT,0.147536021,Colon,TCGA
ADAM9,-0.16737996,Colon,TCGA
PRKD1,0.04602396,Colon,TCGA
LAYN,-0.1113141,Colon,TCGA
HEG1,-0.003888481,Colon,TCGA
FHL2,-0.158457111,Colon,TCGA
FLNA,-0.005968688,Colon,TCGA
CTNNA1,-0.03313797,Colon,TCGA
CTNNA2,0.149183313,Colon,TCGA
CTNNA3,-0.048793552,Colon,TCGA
SYNM,0.09753537,Colon,TCGA
GAB1,0.373034617,Colon,TCGA
ASAP2,0.013761582,Colon,TCGA
ASAP3,-0.129519499,Colon,TCGA
ARHGAP21,0.341473353,Colon,TCGA
ARHGAP26,0.106259479,Colon,TCGA
ARHGAP24,-0.016678217,Colon,TCGA
PKD1,0.159911423,Colon,TCGA
PRKACA,0.033400852,Colon,TCGA
GNA12,-0.099504264,Colon,TCGA
RAP1A,-0.02891999,Colon,TCGA
INSR,0.057759889,Colon,TCGA
SPTBN1,-0.010820793,Colon,TCGA
ACTN1,-0.133563114,Colon,TCGA
TRIP6,0.005480314,Colon,TCGA
CAV1,-0.049681398,Colon,TCGA
SVIL,0.166647535,Colon,TCGA
MET,0.235108596,Colon,TCGA
CASS4,0.004076727,Colon,TCGA
CDH8,0.058535295,Colon,TCGA
HSPB1,-0.06787608,Colon,TCGA
AJAP1,0.022094381,Colon,TCGA
PRNP,0.012899135,Colon,TCGA
PEAK1,0.079593714,Colon,TCGA
LPXN,0.092947139,Colon,TCGA
LIMS2,0.048348196,Colon,TCGA
LIMS1,-0.07977386,Colon,TCGA
ARHGEF2,0.034691819,Colon,TCGA
CDH2,-0.039297484,Colon,TCGA
ACTB,-0.007281524,Colon,TCGA
STARD13,0.226736882,Colon,TCGA
JUP,0.032273537,Colon,TCGA
CTNND2,0.118059745,Colon,TCGA
CTNND1,0.227052042,Colon,TCGA
TESK1,0.05639911,Colon,TCGA
TRPM7,0.185768797,Colon,TCGA
LIMK1,0.000676853,Colon,TCGA
FER,0.072638113,Colon,TCGA
MAPK8IP3,0.406324806,Colon,TCGA
DLG1,0.306993707,Colon,TCGA
SPTLC1,0.054078855,Colon,TCGA
KCNH2,-0.061524355,Colon,TCGA
CIB2,-0.035862208,Colon,TCGA
CIB1,-0.22281027,Colon,TCGA
PTPN2,0.095911472,Colon,TCGA
PTPN1,0.124763571,Colon,TCGA
PTPN6,0.014942132,Colon,TCGA
OSTF1,-0.01664482,Colon,TCGA
DLG5,0.073711207,Colon,TCGA
INPP5D,0.173015091,Colon,TCGA
PXN,-0.054156685,Colon,TCGA
THY1,-0.119760116,Colon,TCGA
MMP14,-0.151609158,Colon,TCGA
HRAS,-0.170111924,Colon,TCGA
FLNB,0.08300368,Colon,TCGA
CDH22,-0.20760149,Colon,TCGA
LPP,0.121727099,Colon,TCGA
PSEN1,-0.000296185,Colon,TCGA
NUMB,0.103750735,Colon,TCGA
HAX1,-0.038201773,Colon,TCGA
GIT1,-0.010866501,Colon,TCGA
GIT2,0.155982211,Colon,TCGA
DEF6,0.052482021,Colon,TCGA
RHOU,0.322607421,Colon,TCGA
RHOA,-0.147962157,Colon,TCGA
CTTN,0.088024305,Colon,TCGA
ENG,-0.15719153,Colon,TCGA
TLN1,-0.036639376,Colon,TCGA
SDC1,-0.011999913,Colon,TCGA
SDC4,0.054297656,Colon,TCGA
EXOC3,0.242917748,Colon,TCGA
ANK3,0.293023147,Colon,TCGA
SSH1,0.114679686,Colon,TCGA
RAVER1,-0.067728028,Colon,TCGA
CBL,0.261276584,Colon,TCGA
NCK2,0.207906508,Colon,TCGA
MPP7,0.275822031,Colon,TCGA
CORO2A,0.074983173,Colon,TCGA
CSNK2A1,0.128027252,Colon,TCGA
ITGB1BP1,-0.11181624,Colon,TCGA
RAC1,0.047646471,Colon,TCGA
VCL,0.03462147,Colon,TCGA
ILKAP,0.207300814,Colon,TCGA
DBN1,-0.254355054,Colon,TCGA
ZFYVE21,0.090826949,Colon,TCGA
PTK2,0.261038478,Colon,TCGA
ITGB3BP,0.330755929,Colon,TCGA
FBLIM1,0.081687674,Colon,TCGA
RNF5,0.143495424,Colon,TCGA
ACTR3,0.092424448,Colon,TCGA
NUDT16L1,-0.05371127,Colon,TCGA
NISCH,0.220459867,Colon,TCGA
CRK,-0.0390125,Colon,TCGA
CSNK1E,0.174584243,Colon,TCGA
SRC,0.054119006,Colon,TCGA
TNS1,0.004333359,Colon,TCGA
TJP2,0.203563525,Colon,TCGA
TJP1,0.053570573,Colon,TCGA
SLC3A2,0.096404152,Colon,TCGA
FSCN1,-0.340004353,Colon,TCGA
CD151,-0.049783126,Colon,TCGA
IRS1,-0.048904008,Colon,TCGA
TRPV4,-0.146895823,Colon,TCGA
SDCBP,-0.102162998,Colon,TCGA
ARHGEF12,0.081266857,Colon,TCGA
MYOM1,0.045587704,Colon,TCGA
CORO1B,0.047382299,Colon,TCGA
WASF2,0.057603602,Colon,TCGA
CTNNB1,0.179950759,Colon,TCGA
FABP3,-0.016517131,Colon,TCGA
MACF1,0.247626511,Colon,TCGA
MSN,-0.116582998,Colon,TCGA
CDC42,0.006481747,Colon,TCGA
TRIO,0.327191498,Colon,TCGA
SLC16A3,-0.348721293,Colon,TCGA
ARHGAP32,0.000933969,Colon,TCGA
ARHGAP35,0.232993969,Colon,TCGA
TES,0.18197326,Colon,TCGA
MARCKS,0.246151521,Colon,TCGA
LMO7,0.106656836,Colon,TCGA
NME1,-0.016033514,Colon,TCGA
EPB41,0.242495862,Colon,TCGA
TIAM1,-0.03852459,Colon,TCGA
PDZD2,0.264835326,Colon,TCGA
NF2,0.024210558,Colon,TCGA
LASP1,-0.151781643,Colon,TCGA
TRPC4,0.195527362,Colon,TCGA
DYNC1H1,0.076622893,Colon,TCGA
LIMA1,-0.045159837,Colon,TCGA
CASP3,3.57E-05,Colon,TCGA
CASP8,0.16834085,Colon,TCGA
AKT1,-0.158528281,Colon,TCGA
PKP4,0.26846368,Colon,TCGA
ELMO1,0.042682747,Colon,TCGA
SMPX,-0.043697212,Colon,TCGA
ANKRD28,0.179917892,Colon,TCGA
PLCG1,0.39886213,Colon,TCGA
INPPL1,0.231051042,Colon,TCGA
EGFR,0.198070654,Colon,TCGA
ARHGEF6,0.061472517,Colon,TCGA
ARHGEF7,0.369860908,Colon,TCGA
CDH9,-0.052276046,Colon,TCGA
CDH1,0.17344661,Colon,TCGA
CDH3,-0.023530637,Colon,TCGA
CDH5,-0.064786214,Colon,TCGA
CDH4,0.462925366,Colon,TCGA
CDH7,0.078261857,Colon,TCGA
CDH6,0.196385336,Colon,TCGA
RACGAP1,-0.006189587,Colon,TCGA
KEAP1,-0.022543379,Colon,TCGA
NEXN,0.033235039,Colon,TCGA
ENAH,0.282535145,Colon,TCGA
ECT2,-0.064481925,Colon,TCGA
PLEC,0.002678965,Colon,TCGA
MYO7A,0.175091047,Colon,TCGA
CSRP1,-0.137533719,Colon,TCGA
BCAR1,-0.287165844,Colon,TCGA
