adhesome_gene,lncRNA,corr,condition
CAPZA1,HOTAIR,0.081504896,TCGA
LIN7A,HOTAIR,0.027595352,TCGA
PVR,HOTAIR,-0.142472718,TCGA
MAPK1,HOTAIR,-0.031801495,TCGA
MAPK8,HOTAIR,0.081622429,TCGA
NEDD9,HOTAIR,0.002708051,TCGA
DIAPH1,HOTAIR,-0.09252447,TCGA
PARD3,HOTAIR,-0.124435709,TCGA
CDH11,HOTAIR,0.24220882,TCGA
CDH10,HOTAIR,-0.028955145,TCGA
CDH12,HOTAIR,-0.087968537,TCGA
CDH15,HOTAIR,-0.061361222,TCGA
CDH19,HOTAIR,-0.059846047,TCGA
CDH18,HOTAIR,-0.152547726,TCGA
ABL1,HOTAIR,0.079139512,TCGA
VEZT,HOTAIR,0.095504423,TCGA
ADAM9,HOTAIR,0.010854135,TCGA
PRKD1,HOTAIR,-0.017716487,TCGA
LAYN,HOTAIR,0.007467202,TCGA
HEG1,HOTAIR,0.010965111,TCGA
FHL2,HOTAIR,0.119755226,TCGA
FLNA,HOTAIR,0.041698292,TCGA
CTNNA1,HOTAIR,0.13609465,TCGA
CTNNA2,HOTAIR,-0.216584952,TCGA
CTNNA3,HOTAIR,0.026294158,TCGA
SYNM,HOTAIR,0.143499447,TCGA
GAB1,HOTAIR,0.134527637,TCGA
ASAP2,HOTAIR,-0.065828431,TCGA
ASAP3,HOTAIR,0.138122732,TCGA
ARHGAP21,HOTAIR,0.005286569,TCGA
ARHGAP26,HOTAIR,-0.084607785,TCGA
ARHGAP24,HOTAIR,0.018200699,TCGA
PKD1,HOTAIR,0.056452236,TCGA
PRKACA,HOTAIR,0.046011638,TCGA
GNA12,HOTAIR,0.105986985,TCGA
RAP1A,HOTAIR,-0.005734984,TCGA
INSR,HOTAIR,0.089402504,TCGA
SPTBN1,HOTAIR,-0.078247772,TCGA
ACTN1,HOTAIR,0.150659918,TCGA
TRIP6,HOTAIR,-0.054800153,TCGA
CAV1,HOTAIR,-0.027613799,TCGA
SVIL,HOTAIR,0.029621298,TCGA
MET,HOTAIR,-0.1776296,TCGA
CASS4,HOTAIR,0.005570681,TCGA
CDH8,HOTAIR,0.018876375,TCGA
HSPB1,HOTAIR,-0.075258573,TCGA
AJAP1,HOTAIR,-0.106894756,TCGA
PRNP,HOTAIR,-0.157498471,TCGA
PEAK1,HOTAIR,0.091980352,TCGA
LPXN,HOTAIR,0.088827946,TCGA
LIMS2,HOTAIR,-0.015707604,TCGA
LIMS1,HOTAIR,0.037831386,TCGA
ARHGEF2,HOTAIR,0.160417021,TCGA
CDH2,HOTAIR,-0.096920604,TCGA
ACTB,HOTAIR,0.08564396,TCGA
STARD13,HOTAIR,0.090055162,TCGA
JUP,HOTAIR,-0.027464004,TCGA
CTNND2,HOTAIR,0.157551739,TCGA
CTNND1,HOTAIR,0.027796874,TCGA
TESK1,HOTAIR,0.029084737,TCGA
TRPM7,HOTAIR,0.09666636,TCGA
LIMK1,HOTAIR,-0.066200345,TCGA
FER,HOTAIR,-0.021328411,TCGA
MAPK8IP3,HOTAIR,-0.033202258,TCGA
DLG1,HOTAIR,0.00303402,TCGA
SPTLC1,HOTAIR,0.001739326,TCGA
KCNH2,HOTAIR,-0.033003975,TCGA
CIB2,HOTAIR,-0.078857308,TCGA
CIB1,HOTAIR,-0.012951273,TCGA
PTPN2,HOTAIR,-0.047660521,TCGA
PTPN1,HOTAIR,0.074679572,TCGA
PTPN6,HOTAIR,-0.022125528,TCGA
OSTF1,HOTAIR,-0.089218045,TCGA
DLG5,HOTAIR,0.110036742,TCGA
INPP5D,HOTAIR,-0.020872426,TCGA
PXN,HOTAIR,-0.064229253,TCGA
THY1,HOTAIR,0.09218352,TCGA
MMP14,HOTAIR,0.171771812,TCGA
HRAS,HOTAIR,-0.065338843,TCGA
FLNB,HOTAIR,0.175680521,TCGA
CDH22,HOTAIR,-0.108712703,TCGA
LPP,HOTAIR,0.194093655,TCGA
PSEN1,HOTAIR,0.059678462,TCGA
NUMB,HOTAIR,0.017291939,TCGA
HAX1,HOTAIR,0.10037881,TCGA
GIT1,HOTAIR,-0.048347691,TCGA
GIT2,HOTAIR,0.033865428,TCGA
DEF6,HOTAIR,0.073176254,TCGA
RHOU,HOTAIR,-0.082144381,TCGA
RHOA,HOTAIR,0.053381092,TCGA
CTTN,HOTAIR,0.041270697,TCGA
ENG,HOTAIR,-0.000956414,TCGA
TLN1,HOTAIR,-0.00156157,TCGA
SDC1,HOTAIR,0.144288503,TCGA
SDC4,HOTAIR,-0.052798189,TCGA
EXOC3,HOTAIR,-0.067597397,TCGA
ANK3,HOTAIR,0.084440103,TCGA
SSH1,HOTAIR,-0.025810542,TCGA
RAVER1,HOTAIR,-0.092278854,TCGA
CBL,HOTAIR,0.008112786,TCGA
NCK2,HOTAIR,-0.035827796,TCGA
MPP7,HOTAIR,-0.012592319,TCGA
CORO2A,HOTAIR,0.086467466,TCGA
CSNK2A1,HOTAIR,0.035335795,TCGA
ITGB1BP1,HOTAIR,-0.061804748,TCGA
RAC1,HOTAIR,0.016160601,TCGA
VCL,HOTAIR,0.062986477,TCGA
ILKAP,HOTAIR,-0.021271087,TCGA
DBN1,HOTAIR,0.049557497,TCGA
ZFYVE21,HOTAIR,0.043393656,TCGA
PTK2,HOTAIR,0.093942668,TCGA
ITGB3BP,HOTAIR,0.091377352,TCGA
FBLIM1,HOTAIR,0.1111137,TCGA
RNF5,HOTAIR,-0.072133848,TCGA
ACTR3,HOTAIR,0.037424005,TCGA
NUDT16L1,HOTAIR,0.019699512,TCGA
NISCH,HOTAIR,-0.061080989,TCGA
CRK,HOTAIR,0.055026365,TCGA
CSNK1E,HOTAIR,0.036866561,TCGA
SRC,HOTAIR,0.00132024,TCGA
TNS1,HOTAIR,-0.010775885,TCGA
TJP2,HOTAIR,-0.096738442,TCGA
TJP1,HOTAIR,-0.049545865,TCGA
SLC3A2,HOTAIR,-0.019692817,TCGA
FSCN1,HOTAIR,-0.067321013,TCGA
CD151,HOTAIR,0.033255277,TCGA
IRS1,HOTAIR,0.047912899,TCGA
TRPV4,HOTAIR,0.035391371,TCGA
SDCBP,HOTAIR,0.023602602,TCGA
ARHGEF12,HOTAIR,0.021353864,TCGA
MYOM1,HOTAIR,-0.022377419,TCGA
CORO1B,HOTAIR,-0.046495493,TCGA
WASF2,HOTAIR,-0.005402032,TCGA
CTNNB1,HOTAIR,0.095183782,TCGA
FABP3,HOTAIR,-0.009194484,TCGA
MACF1,HOTAIR,0.0071818,TCGA
MSN,HOTAIR,-0.101601894,TCGA
CDC42,HOTAIR,0.051405585,TCGA
TRIO,HOTAIR,0.134523591,TCGA
SLC16A3,HOTAIR,-0.099600161,TCGA
ARHGAP32,HOTAIR,0.215384771,TCGA
ARHGAP35,HOTAIR,0.14538854,TCGA
TES,HOTAIR,-0.032161285,TCGA
MARCKS,HOTAIR,0.097465739,TCGA
LMO7,HOTAIR,-0.098589836,TCGA
NME1,HOTAIR,0.038818649,TCGA
EPB41,HOTAIR,-0.002348849,TCGA
TIAM1,HOTAIR,-0.033488781,TCGA
PDZD2,HOTAIR,0.109870582,TCGA
NF2,HOTAIR,-0.09375007,TCGA
LASP1,HOTAIR,0.107206339,TCGA
TRPC4,HOTAIR,-0.065060845,TCGA
DYNC1H1,HOTAIR,0.047179875,TCGA
LIMA1,HOTAIR,0.135812728,TCGA
CASP3,HOTAIR,0.15499914,TCGA
CASP8,HOTAIR,0.02345135,TCGA
AKT1,HOTAIR,0.107296833,TCGA
PKP4,HOTAIR,0.031359392,TCGA
ELMO1,HOTAIR,-0.026064911,TCGA
SMPX,HOTAIR,-0.109740321,TCGA
ANKRD28,HOTAIR,0.07057836,TCGA
PLCG1,HOTAIR,0.084505875,TCGA
INPPL1,HOTAIR,0.002013437,TCGA
EGFR,HOTAIR,-0.117026791,TCGA
ARHGEF6,HOTAIR,0.184883784,TCGA
ARHGEF7,HOTAIR,0.112057659,TCGA
CDH9,HOTAIR,-0.012836628,TCGA
CDH1,HOTAIR,-0.071892442,TCGA
CDH3,HOTAIR,0.026422912,TCGA
CDH5,HOTAIR,0.054377289,TCGA
CDH4,HOTAIR,-0.007928138,TCGA
CDH7,HOTAIR,0.022619735,TCGA
CDH6,HOTAIR,-0.157173197,TCGA
RACGAP1,HOTAIR,0.129801886,TCGA
KEAP1,HOTAIR,-0.131883346,TCGA
NEXN,HOTAIR,0.136730398,TCGA
ENAH,HOTAIR,0.330604299,TCGA
ECT2,HOTAIR,0.128684762,TCGA
PLEC,HOTAIR,-0.014405691,TCGA
MYO7A,HOTAIR,-0.150462834,TCGA
CSRP1,HOTAIR,0.115706084,TCGA
BCAR1,HOTAIR,-0.136171787,TCGA
BCAR3,HOTAIR,0.023040234,TCGA
DNM2,HOTAIR,-0.181471383,TCGA
CFL1,HOTAIR,0.010544875,TCGA
PLAUR,HOTAIR,0.047392022,TCGA
AKAP5,HOTAIR,0.201882148,TCGA
SHC1,HOTAIR,0.076461533,TCGA
PTEN,HOTAIR,0.011205946,TCGA
KTN1,HOTAIR,0.077887404,TCGA
PTPRU,HOTAIR,-0.015242511,TCGA
PTPRT,HOTAIR,0.218572823,TCGA
PTPRF,HOTAIR,0.125617958,TCGA
PTPRA,HOTAIR,-0.039208024,TCGA
PTPRO,HOTAIR,-0.011609856,TCGA
PTPRM,HOTAIR,-0.073373258,TCGA
PTPRK,HOTAIR,0.154705474,TCGA
PTPRJ,HOTAIR,-0.036230809,TCGA
PTPRH,HOTAIR,-0.11268112,TCGA
VIM,HOTAIR,0.031045988,TCGA
RDX,HOTAIR,-0.082119289,TCGA
WASL,HOTAIR,0.018284724,TCGA
PIK3CA,HOTAIR,0.054849379,TCGA
ARF1,HOTAIR,0.177334183,TCGA
ARF6,HOTAIR,0.090806884,TCGA
CLIP1,HOTAIR,-0.015403609,TCGA
CD47,HOTAIR,-0.154936483,TCGA
PAK1,HOTAIR,-0.067654614,TCGA
FYN,HOTAIR,-0.073062732,TCGA
ARHGAP5,HOTAIR,-0.073358766,TCGA
GRB2,HOTAIR,0.100298467,TCGA
GRB7,HOTAIR,-0.046193238,TCGA
ACP1,HOTAIR,0.00197475,TCGA
PRKCA,HOTAIR,-0.189866882,TCGA
PRKCD,HOTAIR,0.017321178,TCGA
SYK,HOTAIR,-0.183554033,TCGA
ILK,HOTAIR,0.027570523,TCGA
PLEKHA7,HOTAIR,-0.039448569,TCGA
MYH10,HOTAIR,-0.058783796,TCGA
CGNL1,HOTAIR,0.101095579,TCGA
SLC9A1,HOTAIR,0.080654706,TCGA
MYO6,HOTAIR,0.234701581,TCGA
PABPC1,HOTAIR,0.12604258,TCGA
DLC1,HOTAIR,0.067614645,TCGA
SH2B1,HOTAIR,-0.075667925,TCGA
WIPF2,HOTAIR,0.003366972,TCGA
PPM1F,HOTAIR,-0.018664613,TCGA
PPM1M,HOTAIR,0.041105652,TCGA
ZYX,HOTAIR,0.037299183,TCGA
PPP2CA,HOTAIR,0.059916087,TCGA
ARPC2,HOTAIR,-0.021794968,TCGA
ARHGAP12,HOTAIR,0.053867256,TCGA
PALLD,HOTAIR,0.210082405,TCGA
PDPK1,HOTAIR,0.080301303,TCGA
PTK2B,HOTAIR,-0.113086107,TCGA
IQGAP1,HOTAIR,0.078781721,TCGA
RNF185,HOTAIR,-0.038001688,TCGA
PARVA,HOTAIR,0.176270362,TCGA
TRIOBP,HOTAIR,-0.067760263,TCGA
CSK,HOTAIR,-0.057253085,TCGA
SH3BP1,HOTAIR,-0.036973255,TCGA
MAGI1,HOTAIR,0.061103137,TCGA
TSPAN1,HOTAIR,-0.031837844,TCGA
HSPA2,HOTAIR,0.060825442,TCGA
SHROOM3,HOTAIR,0.205466286,TCGA
VASP,HOTAIR,0.07481717,TCGA
CEACAM1,HOTAIR,0.0967324,TCGA
ADD1,HOTAIR,-0.057953604,TCGA
LDB3,HOTAIR,0.014945135,TCGA
MYH9,HOTAIR,0.081795036,TCGA
PIP5K1C,HOTAIR,0.055825383,TCGA
CAPN2,HOTAIR,0.036980145,TCGA
CAPN1,HOTAIR,-0.141272532,TCGA
PARVB,HOTAIR,0.039206304,TCGA
ARVCF,HOTAIR,-0.023935364,TCGA
STAT3,HOTAIR,0.148272816,TCGA
PDE4D,HOTAIR,-0.000283099,TCGA
CD2AP,HOTAIR,0.057632217,TCGA
ITGA8,NEAT1,0.174655252,TCGA
ITGA9,NEAT1,0.154088835,TCGA
ITGA1,NEAT1,0.155307512,TCGA
ITGA2,NEAT1,0.236377706,TCGA
ITGA3,NEAT1,0.362077727,TCGA
ITGA4,NEAT1,0.066719724,TCGA
ITGA5,NEAT1,0.097005897,TCGA
ITGA6,NEAT1,0.031976582,TCGA
ITGA7,NEAT1,0.029178973,TCGA
ITGAX,NEAT1,0.213812432,TCGA
ITGAV,NEAT1,0.131174582,TCGA
ITGAL,NEAT1,0.163409159,TCGA
ITGAM,NEAT1,0.118462231,TCGA
ITGAD,NEAT1,0.141175304,TCGA
ITGAE,NEAT1,-0.095044371,TCGA
PTPN12,NEAT1,0.168393772,TCGA
PTPN11,NEAT1,-0.082471044,TCGA
PTPN14,NEAT1,0.180981117,TCGA
SH3KBP1,NEAT1,-0.080381648,TCGA
SORBS1,NEAT1,-0.113412863,TCGA
SORBS3,NEAT1,-0.01206943,TCGA
SORBS2,NEAT1,0.128112445,TCGA
ADAM10,NEAT1,0.205775381,TCGA
ADAM12,NEAT1,0.001506394,TCGA
NDEL1,NEAT1,0.165842293,TCGA
ABI2,NEAT1,-0.014402046,TCGA
ABI3,NEAT1,0.068074532,TCGA
ABI1,NEAT1,-0.094709132,TCGA
SRCIN1,NEAT1,0.073323264,TCGA
RASA1,NEAT1,0.25826194,TCGA
ACTN4,NEAT1,0.151221121,TCGA
EZR,NEAT1,0.210276891,TCGA
SIPA1L3,NEAT1,0.15216727,TCGA
PPFIA1,NEAT1,0.168591215,TCGA
RAPGEF1,NEAT1,-0.0102425,TCGA
RAPGEF2,NEAT1,0.106554351,TCGA
TUBA1B,NEAT1,-0.3390759,TCGA
CALR,NEAT1,0.009624198,TCGA
PFN1,NEAT1,-0.067991875,TCGA
SSX2IP,NEAT1,-0.084584726,TCGA
CYTH2,NEAT1,0.282451884,TCGA
CDH20,NEAT1,-0.01129448,TCGA
CDH24,NEAT1,-0.064254957,TCGA
FAT1,NEAT1,-0.010304731,TCGA
SOS1,NEAT1,0.019790977,TCGA
CBLL1,NEAT1,-0.091562111,TCGA
KRIT1,NEAT1,0.215251575,TCGA
SCRIB,NEAT1,-0.002061851,TCGA
LYN,NEAT1,0.136244379,TCGA
VAV1,NEAT1,0.039444953,TCGA
VAV3,NEAT1,0.180976193,TCGA
VAV2,NEAT1,0.091776905,TCGA
FERMT2,NEAT1,-0.025653166,TCGA
FERMT3,NEAT1,0.058080249,TCGA
FERMT1,NEAT1,-0.112384777,TCGA
CRKL,NEAT1,-0.202306561,TCGA
NRP1,NEAT1,0.17644167,TCGA
NRP2,NEAT1,0.053995556,TCGA
AGAP2,NEAT1,-0.109781116,TCGA
ROCK1,NEAT1,0.158293034,TCGA
PLD1,NEAT1,0.067048951,TCGA
DOCK1,NEAT1,0.191709776,TCGA
ITGB1,NEAT1,0.058657726,TCGA
ITGB3,NEAT1,0.273899214,TCGA
ITGB2,NEAT1,0.050734566,TCGA
ITGB5,NEAT1,0.04871065,TCGA
ITGB4,NEAT1,0.095835936,TCGA
ITGB7,NEAT1,0.278703421,TCGA
ITGB6,NEAT1,0.221572138,TCGA
ITGB8,NEAT1,-0.047558489,TCGA
ITGA10,NEAT1,0.184081283,TCGA
ITGA11,NEAT1,0.006432822,TCGA
LRP1,NEAT1,-0.102701214,TCGA
SIRPA,NEAT1,-0.172594511,TCGA
TGFB1I1,NEAT1,0.117731595,TCGA
SHARPIN,NEAT1,0.041688528,TCGA
CAPZA1,NEAT1,0.075024079,TCGA
LIN7A,NEAT1,-0.015129115,TCGA
PVR,NEAT1,0.019286893,TCGA
MAPK1,NEAT1,-0.011669867,TCGA
MAPK8,NEAT1,-0.015861663,TCGA
NEDD9,NEAT1,0.181065218,TCGA
DIAPH1,NEAT1,0.244502693,TCGA
PARD3,NEAT1,-0.016537329,TCGA
CDH11,NEAT1,-0.093147337,TCGA
CDH10,NEAT1,-0.19779684,TCGA
CDH12,NEAT1,-0.173595457,TCGA
CDH15,NEAT1,-0.067538814,TCGA
CDH19,NEAT1,-0.146872535,TCGA
CDH18,NEAT1,-0.28299393,TCGA
ABL1,NEAT1,0.039505943,TCGA
VEZT,NEAT1,0.21277681,TCGA
ADAM9,NEAT1,0.084313994,TCGA
PRKD1,NEAT1,-0.038038109,TCGA
LAYN,NEAT1,-0.052083512,TCGA
HEG1,NEAT1,0.224270499,TCGA
FHL2,NEAT1,0.063940623,TCGA
FLNA,NEAT1,0.098422614,TCGA
CTNNA1,NEAT1,0.247997466,TCGA
CTNNA2,NEAT1,-0.326565205,TCGA
CTNNA3,NEAT1,-0.202734036,TCGA
SYNM,NEAT1,-0.07645504,TCGA
GAB1,NEAT1,-0.022194334,TCGA
ASAP2,NEAT1,0.13430797,TCGA
ASAP3,NEAT1,0.061106261,TCGA
ARHGAP21,NEAT1,-0.091486914,TCGA
ARHGAP26,NEAT1,-0.020680018,TCGA
ARHGAP24,NEAT1,0.092066978,TCGA
PKD1,NEAT1,0.041752441,TCGA
PRKACA,NEAT1,-0.025950833,TCGA
GNA12,NEAT1,-0.269934479,TCGA
RAP1A,NEAT1,0.145306081,TCGA
INSR,NEAT1,0.220047151,TCGA
SPTBN1,NEAT1,-0.00568305,TCGA
ACTN1,NEAT1,-0.015571244,TCGA
TRIP6,NEAT1,0.14134778,TCGA
CAV1,NEAT1,0.266656697,TCGA
SVIL,NEAT1,0.264381778,TCGA
MET,NEAT1,0.297476257,TCGA
CASS4,NEAT1,0.021914721,TCGA
CDH8,NEAT1,-0.094353735,TCGA
HSPB1,NEAT1,0.146725668,TCGA
AJAP1,NEAT1,-0.019314571,TCGA
PRNP,NEAT1,-0.019557851,TCGA
PEAK1,NEAT1,-0.015871521,TCGA
LPXN,NEAT1,0.152943034,TCGA
LIMS2,NEAT1,-0.077248843,TCGA
LIMS1,NEAT1,-0.042547629,TCGA
ARHGEF2,NEAT1,-0.01272383,TCGA
CDH2,NEAT1,-0.15079517,TCGA
ACTB,NEAT1,-0.076962786,TCGA
STARD13,NEAT1,0.129247325,TCGA
JUP,NEAT1,0.124648615,TCGA
CTNND2,NEAT1,-0.263601867,TCGA
CTNND1,NEAT1,0.249937489,TCGA
TESK1,NEAT1,-0.010986176,TCGA
TRPM7,NEAT1,0.296198318,TCGA
LIMK1,NEAT1,-0.046390503,TCGA
FER,NEAT1,0.136656858,TCGA
MAPK8IP3,NEAT1,0.249641091,TCGA
DLG1,NEAT1,0.124631217,TCGA
SPTLC1,NEAT1,-0.000230229,TCGA
KCNH2,NEAT1,-0.307090599,TCGA
CIB2,NEAT1,-0.219867023,TCGA
CIB1,NEAT1,0.225061916,TCGA
PTPN2,NEAT1,0.221011388,TCGA
PTPN1,NEAT1,0.090440726,TCGA
PTPN6,NEAT1,0.232796436,TCGA
OSTF1,NEAT1,0.146657303,TCGA
DLG5,NEAT1,0.071406111,TCGA
INPP5D,NEAT1,0.101488645,TCGA
PXN,NEAT1,0.256038003,TCGA
THY1,NEAT1,-0.153952734,TCGA
MMP14,NEAT1,0.059499609,TCGA
HRAS,NEAT1,-0.058352458,TCGA
FLNB,NEAT1,0.25404212,TCGA
CDH22,NEAT1,-0.087983204,TCGA
LPP,NEAT1,0.138939083,TCGA
PSEN1,NEAT1,0.126497212,TCGA
NUMB,NEAT1,0.321139815,TCGA
HAX1,NEAT1,-0.087523117,TCGA
GIT1,NEAT1,-0.111315391,TCGA
GIT2,NEAT1,0.146201247,TCGA
DEF6,NEAT1,0.137642158,TCGA
RHOU,NEAT1,0.01166276,TCGA
RHOA,NEAT1,0.036244834,TCGA
CTTN,NEAT1,0.422596294,TCGA
ENG,NEAT1,0.173325449,TCGA
TLN1,NEAT1,0.072529054,TCGA
SDC1,NEAT1,0.163164028,TCGA
SDC4,NEAT1,0.332439451,TCGA
EXOC3,NEAT1,0.102864703,TCGA
ANK3,NEAT1,0.140881447,TCGA
SSH1,NEAT1,0.168385486,TCGA
RAVER1,NEAT1,-0.120394679,TCGA
CBL,NEAT1,0.022002531,TCGA
NCK2,NEAT1,0.045693465,TCGA
MPP7,NEAT1,0.293997742,TCGA
CORO2A,NEAT1,0.129107388,TCGA
CSNK2A1,NEAT1,-0.163117154,TCGA
ITGB1BP1,NEAT1,0.039570887,TCGA
RAC1,NEAT1,-0.118357375,TCGA
VCL,NEAT1,0.155996616,TCGA
ILKAP,NEAT1,0.081436923,TCGA
DBN1,NEAT1,-0.196620104,TCGA
ZFYVE21,NEAT1,0.18519621,TCGA
PTK2,NEAT1,-0.01094426,TCGA
ITGB3BP,NEAT1,0.077236715,TCGA
FBLIM1,NEAT1,-0.005016894,TCGA
RNF5,NEAT1,-0.113966441,TCGA
ACTR3,NEAT1,-0.05343809,TCGA
NUDT16L1,NEAT1,-0.013549688,TCGA
NISCH,NEAT1,0.157652008,TCGA
CRK,NEAT1,0.011918767,TCGA
CSNK1E,NEAT1,-0.03878688,TCGA
SRC,NEAT1,0.010233202,TCGA
TNS1,NEAT1,0.154970748,TCGA
TJP2,NEAT1,0.153517544,TCGA
TJP1,NEAT1,0.099710694,TCGA
SLC3A2,NEAT1,0.040807198,TCGA
FSCN1,NEAT1,-0.21657702,TCGA
CD151,NEAT1,0.208257698,TCGA
IRS1,NEAT1,0.140157804,TCGA
TRPV4,NEAT1,0.117620507,TCGA
SDCBP,NEAT1,-0.060189398,TCGA
ARHGEF12,NEAT1,0.262431943,TCGA
MYOM1,NEAT1,0.014755757,TCGA
CORO1B,NEAT1,0.179591199,TCGA
WASF2,NEAT1,0.044504002,TCGA
CTNNB1,NEAT1,0.062321495,TCGA
FABP3,NEAT1,-0.013706661,TCGA
MACF1,NEAT1,0.169062692,TCGA
MSN,NEAT1,0.21476419,TCGA
CDC42,NEAT1,-0.001429133,TCGA
TRIO,NEAT1,-0.062278727,TCGA
SLC16A3,NEAT1,0.150235375,TCGA
ARHGAP32,NEAT1,0.002087198,TCGA
ARHGAP35,NEAT1,0.03189625,TCGA
TES,NEAT1,0.089687895,TCGA
MARCKS,NEAT1,-0.306656259,TCGA
LMO7,NEAT1,0.32486909,TCGA
NME1,NEAT1,-0.231344292,TCGA
EPB41,NEAT1,0.073283246,TCGA
TIAM1,NEAT1,-0.057375898,TCGA
PDZD2,NEAT1,-0.073216709,TCGA
NF2,NEAT1,-0.056993007,TCGA
LASP1,NEAT1,0.083358158,TCGA
TRPC4,NEAT1,0.0189931,TCGA
DYNC1H1,NEAT1,-0.090213647,TCGA
LIMA1,NEAT1,0.106681721,TCGA
CASP3,NEAT1,-0.092481867,TCGA
CASP8,NEAT1,0.155321466,TCGA
AKT1,NEAT1,0.077256711,TCGA
PKP4,NEAT1,0.18504482,TCGA
ELMO1,NEAT1,-0.098418182,TCGA
SMPX,NEAT1,-0.124570764,TCGA
ANKRD28,NEAT1,0.151483271,TCGA
PLCG1,NEAT1,0.001650309,TCGA
INPPL1,NEAT1,0.147790992,TCGA
EGFR,NEAT1,0.042395761,TCGA
ARHGEF6,NEAT1,-0.101794703,TCGA
ARHGEF7,NEAT1,0.001160264,TCGA
CDH9,NEAT1,-0.274853394,TCGA
CDH1,NEAT1,0.109242229,TCGA
CDH3,NEAT1,0.086160514,TCGA
CDH5,NEAT1,0.167052967,TCGA
CDH4,NEAT1,0.068347906,TCGA
CDH7,NEAT1,-0.2352203,TCGA
CDH6,NEAT1,0.046022525,TCGA
RACGAP1,NEAT1,-0.231273948,TCGA
KEAP1,NEAT1,-0.111583192,TCGA
NEXN,NEAT1,0.09631203,TCGA
ENAH,NEAT1,-0.158419798,TCGA
ECT2,NEAT1,-0.08476023,TCGA
PLEC,NEAT1,0.066007037,TCGA
MYO7A,NEAT1,0.042492656,TCGA
CSRP1,NEAT1,0.051263129,TCGA
BCAR1,NEAT1,0.010241258,TCGA
BCAR3,NEAT1,0.112564571,TCGA
DNM2,NEAT1,0.076230641,TCGA
CFL1,NEAT1,-0.218021627,TCGA
PLAUR,NEAT1,0.108291805,TCGA
AKAP5,NEAT1,5.71E-05,TCGA
SHC1,NEAT1,0.115461249,TCGA
PTEN,NEAT1,0.099754888,TCGA
KTN1,NEAT1,0.195489534,TCGA
PTPRU,NEAT1,0.138318885,TCGA
PTPRT,NEAT1,-0.131271059,TCGA
PTPRF,NEAT1,0.081014107,TCGA
PTPRA,NEAT1,-0.06280893,TCGA
PTPRO,NEAT1,-0.158672348,TCGA
PTPRM,NEAT1,0.265342686,TCGA
PTPRK,NEAT1,0.012290549,TCGA
PTPRJ,NEAT1,0.142905826,TCGA
PTPRH,NEAT1,-0.065613424,TCGA
VIM,NEAT1,0.062119404,TCGA
RDX,NEAT1,-0.03515222,TCGA
WASL,NEAT1,0.082124741,TCGA
PIK3CA,NEAT1,0.057884468,TCGA
ARF1,NEAT1,-0.007431057,TCGA
ARF6,NEAT1,0.141421951,TCGA
CLIP1,NEAT1,0.341043667,TCGA
CD47,NEAT1,0.127921085,TCGA
PAK1,NEAT1,0.110374369,TCGA
FYN,NEAT1,-0.07877618,TCGA
ARHGAP5,NEAT1,0.142433357,TCGA
GRB2,NEAT1,-0.055049673,TCGA
GRB7,NEAT1,0.098258627,TCGA
ACP1,NEAT1,-0.065714493,TCGA
PRKCA,NEAT1,-0.144853791,TCGA
PRKCD,NEAT1,0.322731649,TCGA
SYK,NEAT1,0.167951125,TCGA
ILK,NEAT1,0.060451612,TCGA
PLEKHA7,NEAT1,0.270346629,TCGA
MYH10,NEAT1,-0.01476335,TCGA
CGNL1,NEAT1,0.139626961,TCGA
SLC9A1,NEAT1,0.148111737,TCGA
MYO6,NEAT1,0.165456739,TCGA
PABPC1,NEAT1,-0.045669325,TCGA
DLC1,NEAT1,0.164869564,TCGA
SH2B1,NEAT1,0.285471427,TCGA
WIPF2,NEAT1,0.098973651,TCGA
PPM1F,NEAT1,0.048640031,TCGA
PPM1M,NEAT1,0.220765649,TCGA
ZYX,NEAT1,-0.025935647,TCGA
PPP2CA,NEAT1,-0.006568583,TCGA
ARPC2,NEAT1,-0.052458634,TCGA
ARHGAP12,NEAT1,0.101035421,TCGA
PALLD,NEAT1,0.10670416,TCGA
PDPK1,NEAT1,0.143339161,TCGA
PTK2B,NEAT1,0.252479363,TCGA
IQGAP1,NEAT1,0.245774677,TCGA
RNF185,NEAT1,0.071543251,TCGA
PARVA,NEAT1,0.037996744,TCGA
TRIOBP,NEAT1,0.253397375,TCGA
CSK,NEAT1,-0.10577909,TCGA
SH3BP1,NEAT1,-0.093327333,TCGA
MAGI1,NEAT1,0.102767129,TCGA
TSPAN1,NEAT1,0.287389723,TCGA
HSPA2,NEAT1,-0.112098361,TCGA
SHROOM3,NEAT1,0.128281221,TCGA
VASP,NEAT1,0.114426785,TCGA
CEACAM1,NEAT1,0.097668652,TCGA
ADD1,NEAT1,-0.024505192,TCGA
LDB3,NEAT1,-0.033999682,TCGA
MYH9,NEAT1,0.145097306,TCGA
PIP5K1C,NEAT1,0.050780283,TCGA
CAPN2,NEAT1,0.266069569,TCGA
CAPN1,NEAT1,0.192885408,TCGA
PARVB,NEAT1,-0.104329195,TCGA
ARVCF,NEAT1,0.079656149,TCGA
STAT3,NEAT1,0.184437096,TCGA
PDE4D,NEAT1,0.149430835,TCGA
CD2AP,NEAT1,0.226076638,TCGA
ITGA8,PVT1,-0.105767438,TCGA
ITGA9,PVT1,-0.221547888,TCGA
ITGA1,PVT1,-0.034428708,TCGA
