adhesome_gene,corr,tissue
WIPF2,0.115807464,Ovary
JUP,0.216864188,Ovary
STAT3,-0.038514279,Ovary
ITGB3,0.074713896,Ovary
ABI3,-0.137774435,Ovary
ITGA3,0.029850431,Ovary
NME1,-0.026480006,Ovary
PRKCA,0.420383036,Ovary
GRB2,0.169987558,Ovary
ITGB4,-0.072959781,Ovary
SLC16A3,-0.090450596,Ovary
MYOM1,-0.00751295,Ovary
PTPRM,0.223409103,Ovary
PTPN2,0.091439082,Ovary
ROCK1,0.23914509,Ovary
CDH2,0.244357837,Ovary
CDH20,0.101262627,Ovary
CDH7,0.262261055,Ovary
CDH19,-0.135751077,Ovary
PIP5K1C,0.057925772,Ovary
VAV1,0.035465425,Ovary
INSR,0.078121888,Ovary
RAVER1,0.318383279,Ovary
KEAP1,0.186671465,Ovary
DNM2,0.191784935,Ovary
CALR,0.268687773,Ovary
PRKACA,0.252135936,Ovary
SIPA1L3,0.368493757,Ovary
ACTN4,0.177346522,Ovary
CEACAM1,-0.238966048,Ovary
PLAUR,-0.096374959,Ovary
PVR,0.215265401,Ovary
VASP,-0.068888394,Ovary
ARHGAP35,0.381287852,Ovary
CYTH2,0.056341805,Ovary
PTPRH,0.110587999,Ovary
CSNK2A1,0.370100249,Ovary
SIRPA,-0.018926124,Ovary
PTPRA,0.39172611,Ovary
PRNP,0.225808585,Ovary
FERMT1,0.228151596,Ovary
SRC,0.102263298,Ovary
PLCG1,0.112462419,Ovary
PTPRT,0.253453831,Ovary
SDC4,0.058251867,Ovary
CDH22,0.076567858,Ovary
PTPN1,0.175435425,Ovary
CASS4,0.091292932,Ovary
CDH4,0.168560172,Ovary
TIAM1,-0.080598733,Ovary
ITGB2,0.094096902,Ovary
ARVCF,0.109738255,Ovary
CRKL,0.385464959,Ovary
MAPK1,0.253725437,Ovary
PPM1F,-0.045355593,Ovary
NF2,0.05621554,Ovary
RNF185,0.076169789,Ovary
MYH9,0.098708178,Ovary
SH3BP1,0.016584261,Ovary
TRIOBP,0.048528141,Ovary
CSNK1E,0.165462272,Ovary
PARVB,0.062399229,Ovary
SH3KBP1,-0.206383479,Ovary
SMPX,0.037017943,Ovary
MSN,0.126780883,Ovary
ARHGEF6,0.090447356,Ovary
FLNA,0.060308566,Ovary
AJAP1,0.315412418,Nerve
FBLIM1,-0.11093567,Nerve
CDC42,0.152148703,Nerve
ASAP3,0.143519405,Nerve
SLC9A1,0.161367342,Nerve
WASF2,0.210796649,Nerve
EPB41,0.24301892,Nerve
PTPRU,0.29287516,Nerve
FABP3,-0.004061335,Nerve
MACF1,0.492904474,Nerve
PTPRF,0.536330928,Nerve
TSPAN1,0.107625609,Nerve
ITGB3BP,0.223549696,Nerve
NEXN,-0.120774961,Nerve
SSX2IP,0.300344348,Nerve
BCAR3,0.437153053,Nerve
VAV3,-0.164817025,Nerve
RAP1A,0.205774413,Nerve
CAPZA1,0.174111686,Nerve
ITGA10,-0.124058007,Nerve
HAX1,-0.124747923,Nerve
SHC1,0.019336418,Nerve
ARHGEF2,0.407247388,Nerve
CSRP1,0.105079759,Nerve
PTPN14,0.551182213,Nerve
CAPN2,0.440473968,Nerve
ENAH,0.14455996,Nerve
ARF1,-0.09697552,Nerve
RHOU,0.03217767,Nerve
ACP1,0.2192593,Nerve
ASAP2,0.617693509,Nerve
ITGB1BP1,0.163760285,Nerve
SDC1,0.192341272,Nerve
SOS1,0.598060611,Nerve
SPTBN1,0.685703533,Nerve
CTNNA2,0.357469367,Nerve
FHL2,0.02374881,Nerve
NCK2,0.138649369,Nerve
LIMS1,0.233633412,Nerve
ACTR3,0.139511245,Nerve
LIMS2,0.186236692,Nerve
PKP4,0.310515731,Nerve
ITGB6,0.018240223,Nerve
ITGA6,0.317642372,Nerve
ITGA4,0.549978339,Nerve
ITGAV,0.342217706,Nerve
CASP8,0.105334455,Nerve
ABI2,0.587512518,Nerve
NRP2,0.263983881,Nerve
TNS1,0.083054889,Nerve
ARPC2,-0.101088651,Nerve
IRS1,0.330691917,Nerve
INPP5D,0.20194374,Nerve
ILKAP,0.103400083,Nerve
ANKRD28,0.119867281,Nerve
ITGA9,0.040052656,Nerve
CTNNB1,0.30693433,Nerve
RHOA,-0.14920663,Nerve
PPM1M,0.315995602,Nerve
NISCH,0.394564017,Nerve
PRKCD,0.19774681,Nerve
FLNB,0.485258327,Nerve
MAGI1,0.443162201,Nerve
CD47,0.475757625,Nerve
ITGB5,0.087851879,Nerve
HEG1,0.067046798,Nerve
PLD1,0.212530016,Nerve
ECT2,0.213587354,Nerve
PIK3CA,0.389742034,Nerve
LPP,0.23861159,Nerve
DLG1,0.43773125,Nerve
ADD1,0.429721122,Nerve
SHROOM3,0.330599963,Nerve
ARHGAP24,0.448039051,Nerve
GAB1,0.445389103,Nerve
RAPGEF2,0.587634522,Nerve
PALLD,0.061727933,Nerve
CASP3,-0.04492045,Nerve
SORBS2,0.22873706,Nerve
FAT1,0.562912017,Nerve
EXOC3,0.337824742,Nerve
CTNND2,0.206922985,Nerve
TRIO,0.283229697,Nerve
CDH18,0.196861071,Nerve
CDH12,0.230883702,Nerve
CDH10,0.187808333,Nerve
CDH9,-0.088448183,Nerve
CDH6,0.337020793,Nerve
PDZD2,0.292184459,Nerve
ITGA1,0.428839018,Nerve
ITGA2,0.608355194,Nerve
PDE4D,0.07673632,Nerve
RASA1,0.545901149,Nerve
FER,0.652254883,Nerve
PPP2CA,-0.026015314,Nerve
CTNNA1,0.32710154,Nerve
DIAPH1,-0.071048723,Nerve
ARHGAP26,0.245503811,Nerve
DBN1,0.066014418,Nerve
NEDD9,-0.025290664,Nerve
RNF5,-0.076717495,Nerve
DEF6,0.191690533,Nerve
CD2AP,0.399971984,Nerve
MYO6,0.475038269,Nerve
FYN,0.166194916,Nerve
MARCKS,0.293130963,Nerve
PTPRK,0.199353466,Nerve
EZR,-0.001873621,Nerve
GNA12,0.184916487,Nerve
ACTB,0.090622694,Nerve
FSCN1,0.033184801,Nerve
RAC1,-0.044693164,Nerve
ITGB8,0.338432398,Nerve
ELMO1,0.105834493,Nerve
EGFR,0.12753327,Nerve
LIMK1,0.108212148,Nerve
HSPB1,0.07136208,Nerve
PTPN12,0.360466705,Nerve
KRIT1,0.403628407,Nerve
TRIP6,0.135856438,Nerve
CBLL1,0.095506103,Nerve
TES,-0.068183432,Nerve
CAV1,-0.021903241,Nerve
MET,0.35477366,Nerve
WASL,0.328315082,Nerve
ZYX,-0.055245918,Nerve
KCNH2,0.206492055,Nerve
DLC1,0.423298049,Nerve
SORBS3,-0.036881502,Nerve
PTK2B,-0.00327197,Nerve
ADAM9,0.150408351,Nerve
LYN,0.009278154,Nerve
SDCBP,-0.182223095,Nerve
PABPC1,0.030265116,Nerve
PTK2,0.436731674,Nerve
SCRIB,0.326434961,Nerve
PLEC,0.411571193,Nerve
SHARPIN,-0.045312474,Nerve
TESK1,0.027672785,Nerve
TLN1,0.412246867,Nerve
TJP2,0.085820976,Nerve
OSTF1,0.184862381,Nerve
SYK,0.083878015,Nerve
SPTLC1,0.313624998,Nerve
CORO2A,-0.030215975,Nerve
ENG,0.072329775,Nerve
ABL1,0.077108731,Nerve
RAPGEF1,0.343576609,Nerve
VAV2,0.390432673,Nerve
ITGA8,0.096533393,Nerve
VIM,0.161539729,Nerve
ARHGAP21,0.547461827,Nerve
ABI1,0.270132493,Nerve
MPP7,0.302141163,Nerve
SVIL,0.178501396,Nerve
ARHGAP12,0.468577703,Nerve
ITGB1,0.256678222,Nerve
NRP1,0.244332965,Nerve
PARD3,0.156308426,Nerve
MAPK8,0.450674619,Nerve
ANK3,0.564987064,Nerve
CTNNA3,0.453722757,Nerve
VCL,0.338906965,Nerve
DLG5,0.538402189,Nerve
LDB3,0.136913592,Nerve
PTEN,0.244824056,Nerve
SORBS1,0.602126135,Nerve
ADAM12,0.128083073,Nerve
DOCK1,0.471311897,Nerve
HRAS,-0.187298304,Nerve
CD151,-0.236705206,Nerve
ILK,0.197978322,Nerve
PARVA,0.296815441,Nerve
PLEKHA7,0.442231647,Nerve
PTPRJ,0.316891976,Nerve
CTNND1,0.587179568,Nerve
LPXN,0.146544491,Nerve
SLC3A2,-0.17098614,Nerve
FERMT3,-0.123706387,Nerve
CAPN1,0.158083027,Nerve
CFL1,-0.243828756,Nerve
CORO1B,-0.119960412,Nerve
PPFIA1,0.33487896,Nerve
CTTN,0.170017265,Nerve
INPPL1,0.293782813,Nerve
MYO7A,0.199613299,Nerve
PAK1,0.200137213,Nerve
RDX,0.306850823,Nerve
LAYN,0.233214433,Nerve
CBL,0.522763749,Nerve
THY1,0.215752876,Nerve
ARHGEF12,0.528259393,Nerve
ARHGAP32,0.592046961,Nerve
PTPN6,-0.083925229,Nerve
PTPRO,0.053470607,Nerve
TUBA1B,0.231720219,Nerve
RACGAP1,0.071466773,Nerve
LIMA1,0.327760686,Nerve
ITGB7,0.275760935,Nerve
ITGA5,0.011812311,Nerve
ITGA7,0.204608898,Nerve
LRP1,0.350000352,Nerve
AGAP2,0.138249478,Nerve
LIN7A,0.494670729,Nerve
VEZT,0.483822877,Nerve
SSH1,0.5312886,Nerve
TRPV4,0.14673674,Nerve
GIT2,0.487854016,Nerve
PTPN11,0.097177077,Nerve
PXN,0.13260281,Nerve
CLIP1,0.254501394,Nerve
STARD13,0.411167466,Nerve
TRPC4,0.008407451,Nerve
LMO7,0.288593462,Nerve
ARHGEF7,0.388180269,Nerve
MMP14,-0.088744412,Nerve
CDH24,0.157602042,Nerve
PRKD1,0.437183393,Nerve
ARHGAP5,0.522141008,Nerve
ARF6,0.059133755,Nerve
FERMT2,0.220566614,Nerve
KTN1,0.334400907,Nerve
AKAP5,0.306987441,Nerve
HSPA2,0.064952087,Nerve
ACTN1,0.167250844,Nerve
PSEN1,0.249899502,Nerve
NUMB,0.582174322,Nerve
DYNC1H1,0.587228205,Nerve
ZFYVE21,0.197768897,Nerve
AKT1,0.189044038,Nerve
TJP1,0.242718121,Nerve
TRPM7,0.560971576,Nerve
CGNL1,0.210570726,Nerve
ADAM10,0.450701557,Nerve
ITGA11,0.058497567,Nerve
CSK,0.090725479,Nerve
PEAK1,0.523289543,Nerve
CIB2,0.076866747,Nerve
CIB1,-0.218615998,Nerve
IQGAP1,0.369881896,Nerve
SYNM,0.331390271,Nerve
MAPK8IP3,0.425112597,Nerve
PKD1,0.389471014,Nerve
PDPK1,0.450905101,Nerve
NUDT16L1,-0.221972586,Nerve
SH2B1,0.36496706,Nerve
ITGAL,0.269959691,Nerve
ITGAM,0.090099786,Nerve
ITGAX,0.224269224,Nerve
ITGAD,0.107225117,Nerve
TGFB1I1,0.10293399,Nerve
CDH8,0.265416321,Nerve
CDH11,0.254612339,Nerve
CDH5,0.182645284,Nerve
CDH3,0.155229233,Nerve
CDH1,0.282669505,Nerve
BCAR1,0.258375536,Nerve
CDH15,0.175632684,Nerve
CRK,0.019261995,Nerve
ITGAE,-0.151536351,Nerve
PFN1,-0.355721419,Nerve
NDEL1,0.351537865,Nerve
MYH10,0.44846438,Nerve
GIT1,0.124545312,Nerve
SRCIN1,0.304541179,Nerve
LASP1,0.225565917,Nerve
GRB7,-0.001277108,Nerve
WIPF2,0.394064609,Nerve
JUP,0.207113898,Nerve
STAT3,0.146061745,Nerve
ITGB3,0.35761426,Nerve
ABI3,-0.06882364,Nerve
ITGA3,0.13601876,Nerve
NME1,-0.268328268,Nerve
PRKCA,0.455565103,Nerve
GRB2,0.090073384,Nerve
ITGB4,0.402300975,Nerve
SLC16A3,0.138173657,Nerve
MYOM1,0.22350687,Nerve
PTPRM,0.038191294,Nerve
PTPN2,0.36479522,Nerve
ROCK1,0.461034202,Nerve
CDH2,0.229950548,Nerve
CDH20,0.259570504,Nerve
CDH7,0.148081142,Nerve
CDH19,0.183184871,Nerve
PIP5K1C,0.221734404,Nerve
VAV1,0.071052386,Nerve
INSR,-0.120695681,Nerve
RAVER1,-0.079665698,Nerve
KEAP1,-0.191649298,Nerve
DNM2,0.26817046,Nerve
CALR,0.154667445,Nerve
PRKACA,0.015031603,Nerve
SIPA1L3,0.353891945,Nerve
ACTN4,0.363418127,Nerve
CEACAM1,0.080387736,Nerve
PLAUR,0.229518154,Nerve
PVR,0.165896617,Nerve
VASP,-0.03441308,Nerve
ARHGAP35,0.319279517,Nerve
CYTH2,-0.012189659,Nerve
PTPRH,0.282900089,Nerve
CSNK2A1,0.359229182,Nerve
SIRPA,-0.028804124,Nerve
PTPRA,0.311856694,Nerve
PRNP,0.280905807,Nerve
FERMT1,0.182636266,Nerve
SRC,0.233101937,Nerve
PLCG1,0.385846235,Nerve
PTPRT,0.103241731,Nerve
SDC4,-0.062913413,Nerve
CDH22,0.225141751,Nerve
PTPN1,0.206429777,Nerve
CASS4,0.237994738,Nerve
CDH4,0.063391829,Nerve
TIAM1,0.375385185,Nerve
ITGB2,-0.080656764,Nerve
ARVCF,0.377323114,Nerve
CRKL,0.220115602,Nerve
MAPK1,0.274094015,Nerve
PPM1F,0.32249314,Nerve
NF2,-0.043062848,Nerve
RNF185,0.084799932,Nerve
MYH9,0.333728829,Nerve
SH3BP1,0.065368038,Nerve
TRIOBP,0.164276087,Nerve
CSNK1E,0.396622963,Nerve
PARVB,-0.327950263,Nerve
SH3KBP1,0.265562482,Nerve
SMPX,-0.014342284,Nerve
MSN,0.203484564,Nerve
ARHGEF6,0.553808785,Nerve
FLNA,0.368679737,Nerve
AJAP1,-0.034619162,Liver
FBLIM1,0.042606736,Liver
CDC42,0.501709004,Liver
ASAP3,0.257099715,Liver
SLC9A1,0.299259435,Liver
WASF2,0.421712381,Liver
EPB41,0.530948176,Liver
PTPRU,0.314690454,Liver
FABP3,0.177667206,Liver
MACF1,0.369889701,Liver
PTPRF,0.510503874,Liver
TSPAN1,0.091131187,Liver
ITGB3BP,0.350076074,Liver
NEXN,0.167740675,Liver
SSX2IP,0.266899632,Liver
BCAR3,0.650156964,Liver
VAV3,0.324755966,Liver
RAP1A,0.290505619,Liver
CAPZA1,0.311229733,Liver
ITGA10,0.110782593,Liver
HAX1,0.397788313,Liver
SHC1,0.391419019,Liver
ARHGEF2,0.18584442,Liver
CSRP1,0.258230401,Liver
PTPN14,0.295451381,Liver
CAPN2,0.378079955,Liver
ENAH,0.493021814,Liver
ARF1,0.311191624,Liver
RHOU,0.060422162,Liver
ACP1,0.531996083,Liver
ASAP2,0.717718839,Liver
ITGB1BP1,0.305241155,Liver
SDC1,0.099598674,Liver
SOS1,0.458074328,Liver
SPTBN1,0.388750447,Liver
CTNNA2,0.141553109,Liver
FHL2,0.106571536,Liver
NCK2,0.394316205,Liver
LIMS1,0.439400257,Liver
ACTR3,0.555879114,Liver
LIMS2,0.131544884,Liver
PKP4,0.584295192,Liver
ITGB6,0.277218668,Liver
ITGA6,0.583505174,Liver
ITGA4,0.255466227,Liver
ITGAV,0.44167177,Liver
CASP8,0.575865732,Liver
ABI2,0.508436493,Liver
NRP2,0.517583173,Liver
TNS1,0.170053279,Liver
ARPC2,0.484666303,Liver
IRS1,0.185061242,Liver
INPP5D,0.228094301,Liver
ILKAP,-0.165850697,Liver
ANKRD28,0.268768225,Liver
ITGA9,0.558336384,Liver
CTNNB1,0.715868263,Liver
RHOA,0.58736064,Liver
PPM1M,0.343422205,Liver
NISCH,0.269034246,Liver
PRKCD,0.482622144,Liver
FLNB,0.285504235,Liver
MAGI1,0.218891712,Liver
CD47,0.59415136,Liver
ITGB5,0.249522113,Liver
HEG1,0.581586629,Liver
PLD1,0.294061198,Liver
ECT2,0.353553412,Liver
PIK3CA,0.488946931,Liver
LPP,0.496290129,Liver
DLG1,0.622862991,Liver
ADD1,0.637727319,Liver
SHROOM3,0.421023623,Liver
ARHGAP24,0.285004881,Liver
GAB1,0.256160886,Liver
RAPGEF2,0.568745746,Liver
PALLD,0.168001137,Liver
CASP3,0.141484204,Liver
SORBS2,0.13275343,Liver
FAT1,0.325116088,Liver
EXOC3,0.484444419,Liver
CTNND2,0.117989378,Liver
TRIO,0.255296865,Liver
CDH18,0.18412727,Liver
CDH12,0.321330021,Liver
CDH10,0.619149233,Liver
CDH9,-0.326963596,Liver
CDH6,-0.006018622,Liver
PDZD2,0.347442805,Liver
ITGA1,0.492569425,Liver
ITGA2,0.387236441,Liver
PDE4D,0.031811627,Liver
RASA1,0.478128855,Liver
FER,0.488509135,Liver
PPP2CA,0.280512158,Liver
CTNNA1,0.523473042,Liver
DIAPH1,0.425565061,Liver
ARHGAP26,0.280533605,Liver
DBN1,0.292079082,Liver
NEDD9,0.200173751,Liver
RNF5,0.328976314,Liver
DEF6,0.083631796,Liver
CD2AP,0.062494349,Liver
MYO6,0.605300619,Liver
FYN,0.241974911,Liver
MARCKS,0.330013792,Liver
PTPRK,0.568639779,Liver
EZR,-0.004808556,Liver
GNA12,0.444610316,Liver
ACTB,0.341267607,Liver
FSCN1,0.412071084,Liver
RAC1,0.468788628,Liver
ITGB8,0.063595261,Liver
ELMO1,0.306807966,Liver
EGFR,0.140353223,Liver
LIMK1,0.43760137,Liver
HSPB1,0.008884166,Liver
PTPN12,0.262446555,Liver
KRIT1,0.435627334,Liver
TRIP6,0.051456144,Liver
CBLL1,0.601124195,Liver
TES,0.479478554,Liver
CAV1,0.119275902,Liver
MET,0.349594979,Liver
WASL,0.377047771,Liver
ZYX,0.189361852,Liver
KCNH2,0.167608063,Liver
DLC1,0.244649421,Liver
SORBS3,-0.092738875,Liver
PTK2B,0.473142817,Liver
ADAM9,0.48809246,Liver
LYN,0.320654096,Liver
SDCBP,0.454810562,Liver
PABPC1,0.594921585,Liver
PTK2,0.642095851,Liver
SCRIB,0.37987472,Liver
PLEC,0.548863747,Liver
SHARPIN,0.217833592,Liver
TESK1,0.184168334,Liver
TLN1,0.351833343,Liver
TJP2,0.239231055,Liver
OSTF1,0.416358325,Liver
SYK,0.422316971,Liver
SPTLC1,0.63609667,Liver
CORO2A,0.164863004,Liver
ENG,0.507774842,Liver
ABL1,0.306259838,Liver
RAPGEF1,0.164019883,Liver
VAV2,0.132507977,Liver
ITGA8,0.198932103,Liver
VIM,0.174635997,Liver
ARHGAP21,0.272455634,Liver
ABI1,0.22253629,Liver
MPP7,0.569261248,Liver
SVIL,0.480768486,Liver
ARHGAP12,0.288669218,Liver
ITGB1,0.613626692,Liver
NRP1,0.332731432,Liver
PARD3,0.595062325,Liver
MAPK8,0.199548093,Liver
ANK3,0.268941274,Liver
CTNNA3,0.197575771,Liver
VCL,0.270634385,Liver
DLG5,0.660153034,Liver
LDB3,-0.059704347,Liver
PTEN,0.342524836,Liver
SORBS1,0.125472952,Liver
ADAM12,0.127905241,Liver
DOCK1,0.692570025,Liver
HRAS,-0.00112367,Liver
CD151,0.43466189,Liver
ILK,0.310202985,Liver
PARVA,0.544318818,Liver
PLEKHA7,0.166927542,Liver
PTPRJ,0.461760143,Liver
CTNND1,0.681769714,Liver
LPXN,0.002736445,Liver
SLC3A2,0.444550127,Liver
FERMT3,0.395825166,Liver
CAPN1,0.537925063,Liver
CFL1,0.433395595,Liver
CORO1B,0.524862732,Liver
PPFIA1,0.357304463,Liver
CTTN,0.413104498,Liver
INPPL1,0.385747502,Liver
MYO7A,0.368493963,Liver
PAK1,0.376457752,Liver
RDX,0.464723317,Liver
LAYN,0.155845972,Liver
CBL,0.553427983,Liver
THY1,0.050431367,Liver
ARHGEF12,0.439411638,Liver
ARHGAP32,0.382983444,Liver
PTPN6,0.477736888,Liver
PTPRO,0.458752507,Liver
TUBA1B,0.61080239,Liver
RACGAP1,0.493936171,Liver
LIMA1,0.415858656,Liver
ITGB7,0.426837933,Liver
ITGA5,0.333490543,Liver
ITGA7,0.470062822,Liver
LRP1,0.671070131,Liver
AGAP2,0.087929478,Liver
LIN7A,0.621389105,Liver
VEZT,0.504560361,Liver
SSH1,0.387102502,Liver
TRPV4,0.296907883,Liver
GIT2,0.33787513,Liver
PTPN11,0.444461326,Liver
PXN,0.364633623,Liver
CLIP1,0.429104489,Liver
STARD13,0.442046258,Liver
TRPC4,0.108512039,Liver
LMO7,0.444677716,Liver
ARHGEF7,0.075520936,Liver
MMP14,0.381607081,Liver
CDH24,0.25317192,Liver
PRKD1,0.441759797,Liver
ARHGAP5,0.35763617,Liver
ARF6,0.381522578,Liver
FERMT2,0.202977963,Liver
KTN1,0.448724724,Liver
AKAP5,0.12789183,Liver
HSPA2,0.250022372,Liver
ACTN1,0.447420325,Liver
PSEN1,0.519873778,Liver
NUMB,0.450710015,Liver
DYNC1H1,0.677025008,Liver
ZFYVE21,0.202547177,Liver
AKT1,0.351396271,Liver
TJP1,0.455942052,Liver
TRPM7,0.356723573,Liver
CGNL1,0.380561578,Liver
ADAM10,0.40971067,Liver
ITGA11,0.326657454,Liver
CSK,0.084643331,Liver
PEAK1,0.283847523,Liver
CIB2,0.300711182,Liver
CIB1,-0.062083597,Liver
IQGAP1,0.517006675,Liver
SYNM,0.069614576,Liver
MAPK8IP3,0.015926667,Liver
PKD1,0.415259272,Liver
PDPK1,0.477787679,Liver
NUDT16L1,-0.054043762,Liver
SH2B1,0.313351266,Liver
ITGAL,0.264459626,Liver
ITGAM,0.409319722,Liver
ITGAX,0.054105036,Liver
ITGAD,0.115574893,Liver
TGFB1I1,0.001411738,Liver
CDH8,0.154666292,Liver
CDH11,0.252541206,Liver
CDH5,0.436173006,Liver
CDH3,-0.046595494,Liver
CDH1,0.204446524,Liver
BCAR1,0.132092467,Liver
CDH15,0.206539641,Liver
CRK,0.285903461,Liver
ITGAE,0.365170056,Liver
PFN1,0.382355425,Liver
NDEL1,-0.093880974,Liver
MYH10,0.531211533,Liver
GIT1,0.332722856,Liver
SRCIN1,0.072808642,Liver
LASP1,0.436433533,Liver
GRB7,-0.10876577,Liver
WIPF2,0.388483747,Liver
JUP,0.273868601,Liver
STAT3,0.202284567,Liver
ITGB3,0.597317253,Liver
ABI3,0.461121796,Liver
ITGA3,0.101657084,Liver
NME1,0.453933618,Liver
PRKCA,0.462368024,Liver
GRB2,0.409517771,Liver
ITGB4,0.129383057,Liver
SLC16A3,0.178965907,Liver
MYOM1,0.199463659,Liver
PTPRM,0.439996432,Liver
PTPN2,0.077562204,Liver
ROCK1,0.566573246,Liver
CDH2,0.564960814,Liver
CDH20,0.241297151,Liver
CDH7,-0.23446135,Liver
CDH19,0.168559136,Liver
PIP5K1C,0.428334212,Liver
VAV1,0.334901508,Liver
INSR,0.099360191,Liver
RAVER1,0.047590268,Liver
KEAP1,0.440173768,Liver
DNM2,0.451237607,Liver
CALR,0.570421565,Liver
PRKACA,0.482195092,Liver
SIPA1L3,0.507381629,Liver
ACTN4,0.470104984,Liver
CEACAM1,0.56243839,Liver
PLAUR,0.096437702,Liver
PVR,0.062373771,Liver
VASP,0.148031128,Liver
ARHGAP35,0.503634582,Liver
CYTH2,0.128921805,Liver
PTPRH,0.155736815,Liver
CSNK2A1,0.538853568,Liver
SIRPA,0.116337651,Liver
PTPRA,0.645380609,Liver
PRNP,0.200738926,Liver
FERMT1,0.527803809,Liver
SRC,0.219135468,Liver
PLCG1,0.36684292,Liver
PTPRT,0.383834872,Liver
SDC4,-0.055519739,Liver
CDH22,0.080778132,Liver
PTPN1,0.274279476,Liver
CASS4,0.374831688,Liver
CDH4,0.140301596,Liver
TIAM1,0.113163959,Liver
ITGB2,0.395507118,Liver
ARVCF,0.107183874,Liver
CRKL,0.155533104,Liver
MAPK1,0.579152823,Liver
PPM1F,0.400331642,Liver
NF2,0.394413076,Liver
RNF185,0.309790315,Liver
MYH9,0.481930726,Liver
SH3BP1,0.239702506,Liver
TRIOBP,0.429041754,Liver
CSNK1E,-0.041071928,Liver
PARVB,0.374350182,Liver
SH3KBP1,0.609521417,Liver
SMPX,0.059207571,Liver
MSN,0.37148105,Liver
ARHGEF6,0.417342251,Liver
FLNA,0.215238752,Liver
AJAP1,0.408734072,Kidney
FBLIM1,0.691815514,Kidney
CDC42,0.729199563,Kidney
ASAP3,0.70070168,Kidney
SLC9A1,0.757755065,Kidney
WASF2,0.750316694,Kidney
EPB41,0.712109812,Kidney
PTPRU,0.710899882,Kidney
FABP3,0.038085462,Kidney
MACF1,0.842724488,Kidney
PTPRF,0.849082247,Kidney
TSPAN1,0.565245786,Kidney
ITGB3BP,0.548976709,Kidney
NEXN,0.552121796,Kidney
SSX2IP,0.412399907,Kidney
BCAR3,0.865839428,Kidney
VAV3,0.424373426,Kidney
RAP1A,0.753221858,Kidney
CAPZA1,0.796428285,Kidney
ITGA10,0.566181172,Kidney
HAX1,0.686498931,Kidney
SHC1,0.835525949,Kidney
ARHGEF2,0.663478047,Kidney
CSRP1,0.62130154,Kidney
PTPN14,0.824417566,Kidney
CAPN2,0.837297908,Kidney
ENAH,0.728517909,Kidney
ARF1,0.840676753,Kidney
RHOU,0.680086046,Kidney
ACP1,0.663264423,Kidney
ASAP2,0.700870482,Kidney
ITGB1BP1,0.59608689,Kidney
SDC1,0.635624666,Kidney
SOS1,0.772187771,Kidney
SPTBN1,0.829838499,Kidney
CTNNA2,0.286206745,Kidney
FHL2,0.610864906,Kidney
NCK2,0.828021729,Kidney
LIMS1,0.590029829,Kidney
ACTR3,0.615075612,Kidney
LIMS2,0.478030115,Kidney
PKP4,0.652112713,Kidney
ITGB6,0.44322279,Kidney
ITGA6,0.519397824,Kidney
ITGA4,0.826620185,Kidney
ITGAV,0.796240827,Kidney
CASP8,0.634326076,Kidney
ABI2,0.733646737,Kidney
NRP2,0.718630175,Kidney
TNS1,0.780395365,Kidney
ARPC2,0.803184175,Kidney
IRS1,0.857655882,Kidney
INPP5D,0.423561453,Kidney
ILKAP,0.727614871,Kidney
ANKRD28,0.796326556,Kidney
ITGA9,0.699148341,Kidney
CTNNB1,0.883387528,Kidney
RHOA,0.785631497,Kidney
PPM1M,0.658125398,Kidney
NISCH,0.765623807,Kidney
PRKCD,0.688509373,Kidney
FLNB,0.713275373,Kidney
MAGI1,0.60139742,Kidney
CD47,0.699018763,Kidney
ITGB5,0.720502113,Kidney
HEG1,0.504673258,Kidney
PLD1,0.425976558,Kidney
ECT2,0.787520893,Kidney
PIK3CA,0.866306667,Kidney
LPP,0.82145907,Kidney
DLG1,0.824767314,Kidney
ADD1,0.907535516,Kidney
SHROOM3,0.601245185,Kidney
ARHGAP24,0.497421617,Kidney
GAB1,0.826672862,Kidney
RAPGEF2,0.888826231,Kidney
PALLD,0.496400905,Kidney
CASP3,0.804353297,Kidney
SORBS2,0.811265211,Kidney
FAT1,0.815597954,Kidney
EXOC3,0.873197699,Kidney
CTNND2,-0.053938491,Kidney
TRIO,0.847074706,Kidney
CDH18,0.528070474,Kidney
CDH12,-0.04265352,Kidney
CDH10,0.04728068,Kidney
CDH9,0.00507093,Kidney
CDH6,0.185479747,Kidney
PDZD2,0.740184937,Kidney
ITGA1,0.745335104,Kidney
ITGA2,0.695720226,Kidney
PDE4D,0.466850583,Kidney
RASA1,0.848431184,Kidney
FER,0.845159282,Kidney
PPP2CA,0.763340805,Kidney
CTNNA1,0.862562923,Kidney
DIAPH1,0.746271248,Kidney
ARHGAP26,0.749587153,Kidney
DBN1,0.591970875,Kidney
NEDD9,0.744701883,Kidney
RNF5,0.355671513,Kidney
DEF6,0.523758239,Kidney
CD2AP,0.49533439,Kidney
MYO6,0.670985895,Kidney
FYN,0.50187394,Kidney
MARCKS,0.733727832,Kidney
PTPRK,0.875236746,Kidney
EZR,0.796606859,Kidney
GNA12,0.711106394,Kidney
ACTB,0.502158818,Kidney
FSCN1,0.428033133,Kidney
RAC1,0.74265036,Kidney
ITGB8,0.616595071,Kidney
ELMO1,0.7113439,Kidney
EGFR,0.893865611,Kidney
LIMK1,0.758646006,Kidney
HSPB1,0.350379057,Kidney
PTPN12,0.60644004,Kidney
